,sentiment,title,review,sentiment_label,review_clean
46,3.0,Could Be Better Made,"This came fan folded in a rectangular clear plastic container. Even a couple days under my heavy mattress failed to get all the creases out. The word exploring, which has some significant meaning to me working with the older co-ed scouting division,  it and the mountains were what I decided to put on my wall the other two words 'never stop' went back in the box.<br />First impression, the image was hard to get off the backing paper. I had to try several places before I could get it to lift. Then I noticed the actual sticker was somewhat flimsy. I was unable to get it in a straight line on the wall. The backing kept pulling everything down. When I revealed more of the sticker it immediately adhered to itself causing creases and ripples. Once I finally got it on the wall and noticed that it was crooked i tried to lift it up to reposition the word. It does come cleanly off the wall but in two small, fingernail sized, spots its impossible to unstick from itself. It's on the wall, I've gone over it repeatedly with a credit card to try and get the creases and air bubbles out. The two mountain stickers went up much easier. I'll have to see if the problem areas are visible enough to make me take it down. The one I received had instructions for use in eight or nine languages, not one was English!  Not very impressed.",1,"['came', 'fan', 'clear', 'plastic', 'container', 'even', 'couple', 'day', 'heavy', 'mattress', 'get', 'working', 'older', 'mountain', 'decided', 'put', 'wall', 'two', 'stop', 'went', 'back', 'box', 'first', 'hard', 'get', 'try', 'several', 'place', 'get', 'lift', 'noticed', 'actual', 'somewhat', 'flimsy', 'get', 'straight', 'line', 'wall', 'kept', 'everything', 'immediately', 'finally', 'got', 'wall', 'noticed', 'tried', 'lift', 'doe', 'come', 'wall', 'two', 'small', 'sized', 'spot', 'wall', 'card', 'try', 'get', 'air', 'two', 'mountain', 'went', 'much', 'easier', 'see', 'problem', 'area', 'enough', 'make', 'take', 'one', 'received', 'instruction', 'use', 'one', 'impressed']"
47,2.0,Impossible to open with one hand,"The Healthy Human bottles seem to be gone, so I chose this instead. I keep a water bottle in my car and often when I'm at a light I'll take a drink. This would require so much fussing just to open it and then seal it again. I didn't get past the lid. I'll be sending it back.",1,"['bottle', 'seem', 'chose', 'instead', 'keep', 'water', 'bottle', 'car', 'often', 'light', 'take', 'drink', 'much', 'open', 'seal', 'get', 'past', 'lid', 'back']"
48,2.0,Bad Shirt,This shirt is about half a size smaller than your standard t-shirt. It is also very thick. It reminds me of the shirts you are obligated to order when your kid is on a team that has &#34;Brian's Mom&#34; on the back. Definitely not my favorite shirt ever. Just not a good fit and not a good feel. Pretty sad about it.,1,"['shirt', 'half', 'size', 'smaller', 'standard', 'shirt', 'also', 'thick', 'shirt', 'order', 'kid', 'team', 'back', 'definitely', 'favorite', 'shirt', 'ever', 'good', 'fit', 'good', 'feel', 'pretty']"
49,5.0,Fun to use and it includes a handy carrying bag!!!,Fun or in the grass or stand!!!<br />You need to stake this down which is easy to do with the included stakes.  Lots of fun and builds up reaction speeds.  We used this at the beach and the metal frame holds up well with all the salt.<br /><br />Trust you found this review honest and helpful:-),0,"['fun', 'stand', 'need', 'stake', 'easy', 'included', 'stake', 'lot', 'fun', 'build', 'speed', 'used', 'beach', 'metal', 'frame', 'hold', 'well', 'trust', 'found', 'review', 'honest', 'helpful']"
50,3.0,Nice bottle but I got some odd color that is not even an option to order,"This is would have been a nice water bottle. SadIy I didn’t get what is depicted in the picture. For one the color is completely different. I got a clear bottle and not the beautiful blue shown in the picture. It is a 64oz water bottle and it does have the inspirational quotes on the side so that is good at least. But it is this dreary gray color instead and strangely not really a color option that seems to be available so not sure what I really got to be honest. It still holds water though and it should keep you nicely hydrated every day, if you can empty this every day.<br /><br />It has a wide opening which allows you to quickly fill it as well as add ice to it if you choose to. It has a flip top that has a secure lock so you can protect the opening you are drinking from, from dust, dirt, germs or whatever else really. You can use the straw it comes with or just remove it, totally up to you, personally I prefer to use it without it. It has a nice carrying handle that makes it easy to lug it along with you.<br /><br />It is BPA and toxin free which is important since you don't want to add toxins to your body slowly but surely through your water, trust me you will add it plenty of other ways, you don't have to add this one. This bottle comes in plenty of fun designs but also some muted single colors as well, so plenty for everyone to choose from. I am very disappointed that I didn’t get the cool color shown so for that I am deduction stars.",1,"['nice', 'water', 'bottle', 'didn', 'get', 'picture', 'one', 'color', 'completely', 'different', 'got', 'clear', 'bottle', 'beautiful', 'blue', 'picture', 'water', 'bottle', 'doe', 'side', 'good', 'least', 'color', 'instead', 'really', 'color', 'option', 'seems', 'available', 'sure', 'really', 'got', 'honest', 'still', 'hold', 'water', 'though', 'keep', 'nicely', 'every', 'day', 'every', 'day', 'wide', 'opening', 'allows', 'quickly', 'fill', 'well', 'add', 'ice', 'top', 'secure', 'lock', 'protect', 'opening', 'drinking', 'whatever', 'else', 'really', 'use', 'straw', 'come', 'remove', 'totally', 'personally', 'prefer', 'use', 'without', 'nice', 'carrying', 'handle', 'make', 'easy', 'along', 'free', 'important', 'since', 'want', 'add', 'body', 'water', 'trust', 'add', 'plenty', 'way', 'add', 'one', 'bottle', 'come', 'plenty', 'fun', 'design', 'also', 'single', 'color', 'well', 'plenty', 'everyone', 'disappointed', 'didn', 'get', 'cool', 'color', 'star']"
51,2.0,Found a gross surprise inside packaging,"This is a review about the packaging not necessarily the bike itself. As I was taking everything out of the box to start putting it together, I noticed there was a green bottle at the bottom of the box. When I first looked at it I wasn't sure what it was until I actually picked it up. It was a bottle of opened green tea. The bottle has what I'm assuming is Chinese writing on it so obviously I could not make it out what it says but I'm pretty sure it's green tea. The bottle was nearly empty with only about a half an inch of liquid left on the bottom. Upon further inspection I see that the package came all the way from China. So the person who put the parts and pieces into the box obviously put there almost nearly Empty Bottle along for the ride. Thanks a lot it's pretty gross.",1,"['review', 'bike', 'taking', 'everything', 'box', 'start', 'putting', 'together', 'noticed', 'green', 'bottle', 'bottom', 'box', 'first', 'looked', 'sure', 'actually', 'bottle', 'opened', 'green', 'bottle', 'make', 'say', 'pretty', 'sure', 'green', 'bottle', 'half', 'inch', 'liquid', 'left', 'bottom', 'upon', 'see', 'package', 'came', 'way', 'person', 'put', 'part', 'piece', 'box', 'put', 'almost', 'bottle', 'along', 'ride', 'thanks', 'lot', 'pretty']"
52,5.0,Well Constructed & Sturdy!,"I am not a runner, but my husband & daughter have recently taken it up. I purchased this through a promotional deal with them in mind, but now that I have it, I'm not sure that I will part with it! I ordered the smaller size so it would accommodate the runners in my family, but it also fits me without any troubles, even though I am closer to the higher end of the measurements.  Although I am not a runner, I do like to walk while my family is doing their C25K training. Most of my pants that I wear for exercising do not have pockets so I often end up holding my phone in my hand. It is super comfortable & can easily fit my Google phone, keys and a couple of other items, too. It doesn't have a lot of bulk like a fanny pack would. I can totally see myself wearing this to Six Flags or other places where I really don't need my purse. I love that it is waterproof, too! The reflective properties are great for safety concerns!",0,"['husband', 'daughter', 'recently', 'taken', 'purchased', 'deal', 'mind', 'sure', 'part', 'ordered', 'smaller', 'size', 'family', 'also', 'fit', 'without', 'trouble', 'even', 'though', 'higher', 'end', 'although', 'like', 'walk', 'family', 'training', 'pant', 'wear', 'pocket', 'often', 'end', 'holding', 'phone', 'hand', 'super', 'comfortable', 'easily', 'fit', 'phone', 'key', 'couple', 'item', 'doe', 'lot', 'like', 'pack', 'totally', 'see', 'wearing', 'six', 'flag', 'place', 'really', 'need', 'love', 'waterproof', 'great', 'safety', 'concern']"
53,3.0,"Pro: cheap, Con: cheap","Price is right, but not as effective as other shad darts in my tackle box. I just used these, and I foul-hooked 5 shad. Not a one actually bit the hook. This makes me think there were tons of shad in the water, but none were interested in biting these. I should note that a different brand's shad dart was effective, so the fish were biting. I'll keep using these and update if performance improves. I also caught a 5-lb catfish on one of these, and it bent the hook.",1,"['price', 'right', 'dart', 'box', 'used', 'one', 'actually', 'bit', 'hook', 'make', 'think', 'ton', 'water', 'note', 'different', 'brand', 'dart', 'fish', 'keep', 'using', 'update', 'also', 'one', 'hook']"
54,5.0,Very high quality.,Great for a gift.,0,"['great', 'gift']"
55,3.0,Headlamp doesn’t work; lantern works nicely but both lights can’t be on simultaneously – 2.5*,"In the box is a lantern with three AA batteries installed, a headlamp with two CR2032 batteries installed, and an instruction sheet. Note that the instruction sheet says that the AA batteries are not included but in mine they were included. I had to unscrew the compartment to remove tape holding the end batteries from connecting. A super tiny Philipps screwdriver is needed to get into either battery compartment.<br /><br />The lantern works. It has a nice handle and the on/off button cycles through just turning the eyes on or turning the bottom on as well as turning the unit off. Both top and bottom cannot be on at the same time. I would have liked this option, so that is a negative. However, the unit is cute.<br /><br />I had to throw out the headlamp. It would not turn on. I bought new batteries and it still didn't work. Then I tested the batteries that came with the unit in a bike light I have and the batteries worked. The headlamp is junk and that is disappointing. I tried for about 10 minutes to get this to work but could not.<br /><br />The current price of $16.99 ($19.99 minus $3) is competitively priced for this especially if it comes with both sets of batteries. I am unsure if that is the case for others or if the batteries were included by mistake for the lantern or not. Also, I do not know what the ""flash eyes"" comment means on the Amazon site. The eyes DO NOT flash, if that is what it means. Since I had to throw out the headlamp, I do not have confidence in this set. Also, I wish the lantern had the ability to fully light up. Therefore, this gets 2.5 stars from me, rounded up to 3 stars.",1,"['box', 'lantern', 'three', 'battery', 'installed', 'two', 'battery', 'installed', 'instruction', 'sheet', 'note', 'instruction', 'sheet', 'say', 'battery', 'included', 'mine', 'included', 'compartment', 'remove', 'tape', 'holding', 'end', 'battery', 'super', 'tiny', 'needed', 'get', 'either', 'battery', 'compartment', 'lantern', 'work', 'nice', 'handle', 'button', 'eye', 'bottom', 'well', 'unit', 'top', 'bottom', 'time', 'liked', 'option', 'however', 'unit', 'cute', 'throw', 'turn', 'bought', 'new', 'battery', 'still', 'work', 'battery', 'came', 'unit', 'bike', 'light', 'battery', 'worked', 'junk', 'disappointing', 'tried', 'minute', 'get', 'work', 'current', 'price', 'priced', 'especially', 'come', 'set', 'battery', 'case', 'others', 'battery', 'included', 'lantern', 'also', 'know', 'eye', 'mean', 'amazon', 'eye', 'mean', 'since', 'throw', 'set', 'also', 'wish', 'lantern', 'ability', 'fully', 'light', 'get', 'star', 'star']"
